source_title,cor_section,text
the-dragon-princess,14,"Then the emperor selected a serpent-pearl and a sea-crane pearl, put
them together with a whole bushel of ordinary pearls, and poured the
lot out in the courtyard. Then a large yellow serpent and a black
crane were fetched and placed among the pearls. At once the crane
took up a sea-crane pearl in his bill and began to dance and sing and
flutter around. But the serpent snatched at the serpent-pearl, and
wound himself about it in many coils. And when the people saw this
they acknowledged the truth of the wise man's words. As regards the
radiance of the larger and smaller pearls it turned out, too, just as
the wise man had said."
the-dragon-princess,15,"In the dragon-castle the messengers had enjoyed dainty fare, which
tasted like flowers, herbs, ointment and sugar. They had brought a
remnant of it with them to the capital; yet exposed to the air it had
become as hard as stone. The emperor commanded that these fragments be
preserved in the treasury. Then he bestowed high rank and titles on
the three brothers, and made each one of them a present of a thousand
rolls of fine silk stuff. He also had investigated why it was that the
fisherman, when he chanced upon the cave, had not been destroyed by
the dragons. And it turned out that his fishing clothes had been
soaked in oil and tree-wax. The dragons had dreaded the odor."
the-elfin-knight,1,"There is a lone moor in Scotland, which, in times past, was said to be
haunted by an Elfin Knight. This Knight was only seen at rare intervals,
once in every seven years or so, but the fear of him lay on all the
country round, for every now and then someone would set out to cross the
moor and would never be heard of again.

And although men might search every inch of the ground, no trace of him
would be found, and with a thrill of horror the searching party would go
home again, shaking their heads and whispering to one another that he
had fallen into the hands of the dreaded Knight.

So, as a rule, the moor was deserted, for nobody dare pass that way,
much less live there; and by and by it became the haunt of all sorts of
wild animals, which made their lairs there, as they found that they
never were disturbed by mortal huntsmen.

Now in that same region lived two young earls, Earl St. Clair and Earl
Gregory, who were such friends that they rode, and hunted, and fought
together, if need be."
the-elfin-knight,2,"And as they were both very fond of the chase, Earl Gregory suggested one
day that they should go a-hunting on the haunted moor, in spite of the
Elfin King.

""Certes, I hardly believe in him at all,"" cried the young man, with a
laugh. ""Methinks it is but an old wife's tale to frighten the bairns
withal, lest they go straying amongst the heather and lose themselves.
And it is pity that such fine sport should be lost because we--two
bearded men--pay heed to such gossip.""

But Earl St. Clair looked grave. ""It is ill meddling with unchancy
things,"" he answered, ""and it is no bairn's tale that travellers have set
out to cross that moor who have vanished bodily, and never mair been
heard of; but it is, as thou sayest, a pity that so much good sport be
lost, all because an Elfin Knight choosest to claim the land as his, and
make us mortals pay toll for the privilege of planting a foot upon it."
the-elfin-knight,3,"""I have heard tell, however, that one is safe from any power that the
Knight may have if one wearest the Sign of the Blessed Trinity. So let
us bind That on our arm and ride forth without fear.""

Sir Gregory burst into a loud laugh at these words. ""Dost thou think
that I am one of the bairns,"" he said, ""first to be frightened by an
idle tale, and then to think that a leaf of clover will protect me? No,
no, carry that Sign if thou wilt; I will trust to my good bow and
arrow.""

But Earl St. Clair did not heed his companion's words, for he remembered
how his mother had told him, when he was a little lad at her knee that
whoso carried the Sign of the Blessed Trinity need never fear any spell
that might be thrown over him by Warlock or Witch, Elf or Demon.

So he went out to the meadow and plucked a leaf of clover, which he
bound on his arm with a silken scarf; then he mounted his horse and rode
with Earl Gregory to the desolate and lonely moorland."
the-elfin-knight,4,"For some hours all went well; and in the heat of the chase the young men
forgot their fears. Then suddenly both of them reined in their steeds
and sat gazing in front of them with affrighted faces.

For a horseman had crossed their track, and they both would fain have
known who he was and whence he came.

""By my troth, but he rideth in haste, whoever he may be,"" said Earl
Gregory at last, ""and though I always thought that no steed on earth could
match mine for swiftness, I reckon that for every league that mine
goeth, his would go seven. Let us follow him, and see from what part of
the world he cometh.""

""The Lord forbid that thou shouldst stir thy horse's feet to follow
him,"" said Earl St. Clair devoutly. ""Why, man, it is the Elfin Knight!
Canst thou not see that he doth not ride on the solid ground, but flieth
through the air, and that, although he rideth on what seemeth a mortal
steed, he is really craried by mighty pinions, which cleave the air like
those of a bird? Follow him forsooth! It will be an evil day for thee
when thou seekest to do that."""
the-elfin-knight,5,"But Earl St. Clair forgot that he carried a Talisman which his companion
lacked, that enabled him to see things as they really were, while the
other's eyes were holden, and he was startled and amazed when Earl
Gregory said sharply, ""Thy mind hath gone mad over this Elfin King. I
tell thee he who passed was a goodly Knight, clad in a green vesture,
and riding on a great black jennet. And because I love a gallant
horseman, and would fain learn his name and degree, I will follow him
till I find him, even if it be at the world's end.""

And without another word he put spurs to his horse and galloped off in
the direction which the mysterious stranger had taken, leaving Earl St.
Clair alone upon the moorland, his fingers touching the sacred Sign and
his trembling lips muttering prayers for protection.

For he knew that his friend had been bewitched, and he made up his mind,
brave gentleman that he was, that he would follow him to the world's
end, if need be, and try to deliver him from the spell that had been
cast over him."
the-elfin-knight,6,"Meanwhile Earl Gregory rode on and on, ever following in the wake of the
Knight in green, over moor, and burn, and moss, till he came to the
most desolate region that he had ever been in in his life; where the
wind blew cold, as if from snow-fields, and where the hoar-frost lay
thick and white on the withered grass at his feet.

And there, in front of him, was a sight from which mortal man might well
shrink back in awe and dread. For he saw an enormous Ring marked out on
the ground, inside of which the grass, instead of being withered and
frozen, was lush, and rank, and green, where hundreds of shadowy Elfin
figures were dancing, clad in loose transparent robes of dull blue,
which seemed to curl and twist round their wearers like snaky wreaths of
smoke.

These weird Goblins were shouting and singing as they danced, and waving
their arms above their heads, and throwing themselves about on the
ground, for all the world as if they had gone mad; and when they saw
Earl Gregory halt on his horse just outside the Ring they beckoned to
him with their skinny fingers."
the-elfin-knight,7,"""Come hither, come hither,"" they shouted; ""come tread a measure with us,
and afterwards we will drink to thee out of our Monarch's loving cup.""

And, strange as it may seem, the spell that had been cast over the young
Earl was so powerful that, in spite of his fear, he felt that he must
obey the eldrich summons, and he threw his bridle on his horse's neck
and prepared to join them.

But just then an old and grizzled Goblin stepped out from among his
companions and approached him.

Apparently he dare not leave the charmed Circle, for he stopped at the
edge of it; then, stooping down and pretending to pick up something, he
whispered in a hoarse whisper:

""I know not whom thou art, nor from whence thou comest, Sir Knight, but
if thou lovest thy life, see to it that thou comest not within this
Ring, nor joinest with us in our feast. Else wilt thou be for ever
undone."""
the-elfin-knight,8,"But Earl Gregory only laughed. ""I vowed that I would follow the Green
Knight,"" he replied, ""and I will carry out my vow, even if the venture
leadeth me close to the nethermost world.""

And with these words he stepped over the edge of the Circle, right in
amongst the ghostly dancers.

At his coming they shouted louder than ever, and danced more madly, and
sang more lustily; then, all at once, a silence fell upon them, and they
parted into two companies, leaving a way through their midst, up which
they signed to the Earl to pass.

He walked through their ranks till he came to the middle of the Circle;
and there, seated at a table of red marble, was the Knight whom he had
come so far to seek, clad in his grass-green robes. And before him, on
the table, stood a wondrous goblet, fashioned from an emerald, and set
round the rim with blood-red rubies."
the-elfin-knight,9,"And this cup was filled with heather ale, which foamed up over the brim;
and when the Knight saw Sir Gregory, he lifted it from the table, and
handed it to him with a stately bow, and Sir Gregory, being very
thirsty, drank.

And as he drank he noticed that the ale in the goblet never grew less,
but ever foamed up to the edge; and for the first time his heart misgave
him, and he wished that he had never set out on this strange adventure.

But, alas! the time for regrets had passed, for already a strange
numbness was stealing over his limbs, and a chill pallor was creeping
over his face, and before he could utter a single cry for help the
goblet dropped from his nerveless fingers, and he fell down before the
Elfin King like a dead man.

Then a great shout of triumph went up from all the company; for if there
was one thing which filled their hearts with joy, it was to entice some
unwary mortal into their Ring and throw their uncanny spell over him, so
that he must needs spend long years in their company."
the-elfin-knight,10,"But soon their shouts of triumphs began to die away, and they muttered
and whispered to each other with looks of something like fear on their
faces.

For their keen ears heard a sound which filled their hearts with dread.
It was the sound of human footsteps, which were so free and untrammelled
that they knew at once that the stranger, whoever he was, was as yet
untouched by any charm. And if this were so he might work them ill, and
rescue their captive from them.

And what they dreaded was true; for it was the brave Earl St. Clair who
approached, fearless and strong because of the Holy Sign he bore.

And as soon as he saw the charmed Ring and the eldrich dancers, he was
about to step over its magic border, when the little grizzled Goblin who
had whispered to Earl Gregory, came and whispered to him also."
the-elfin-knight,11,"""Alas! alas!"" he exclaimed, with a look of sorrow on his wrinkled face,
""hast thou come, as thy companion came, to pay thy toll of years to the
Elfin King? Oh! if thou hast wife or child behind thee, I beseech thee,
by all that thou holdest sacred, to turn back ere it be too late.""

""Who art thou, and from whence hast thou come?"" asked the Earl, looking
kindly down at the little creature in front of him.

""I came from the country that thou hast come from,"" wailed the Goblin.
""For I was once a mortal man, even as thou. But I set out over the
enchanted moor, and the Elfin King appeared in the guise of a beauteous
Knight, and he looked so brave, and noble, and generous that I followed
him hither, and drank of his heather ale, and now I am doomed to bide
here till seven long years be spent.

""As for thy friend, Sir Earl, he, too, hath drunk of the accursed
draught, and he now lieth as dead at our lawful Monarch's feet. He will
wake up, it is true, but it will be in such a guise as I wear, and to the
bondage with which I am bound."""
the-elfin-knight,12,"""Is there naught that I can do to rescue him!"" cried Earl St. Clair
eagerly, ""ere he taketh on him the Elfin shape? I have no fear of the
spell of his cruel captor, for I bear the Sign of One Who is stronger
than he. Speak speedily, little man, for time presseth.""

""There is something that thou couldst do, Sir Earl,"" whispered the
Goblin, ""but to essay it were a desperate attempt. For if thou failest,
then could not even the Power of the Blessed Sign save thee.""

""And what is that?"" asked the Earl impatiently.

""Thou must remain motionless,"" answered the old man, ""in the cold and
frost till dawn break and the hour cometh when they sing Matins in the
Holy Church. Then must thou walk slowly nine times round the edge of the
enchanted Circle, and after that thou must walk boldly across it to the
red marble table where sits the Elfin King. On it thou wilt see an
emerald goblet studded with rubies and filled with heather ale. That
must thou secure and carry away; but whilst thou art doing so let no
word cross thy lips. For this enchanted ground whereon we dance may look
solid to mortal eyes, but in reality it is not so. It is but a quaking
bog, and under it is a great lake, wherein dwelleth a fearsome Monster,
and if thou so much as utter a word while thy foot resteth upon it, thou
wilt fall through the bog and perish in the waters beneath."""
the-elfin-knight,13,"So saying the Grisly Goblin stepped back among his companions, leaving
Earl St. Clair standing alone on the outskirts of the charmed Ring.

There he waited, shivering with cold, through the long, dark hours, till
the grey dawn began to break over the hill tops, and, with its coming,
the Elfin forms before him seemed to dwindle and fade away.

And at the hour when the sound of the Matin Bell came softly pealing
from across the moor, he began his solemn walk. Round and round the Ring
he paced, keeping steadily on his way, although loud murmurs of anger,
like distant thunder, rose from the Elfin Shades, and even the very
ground seemed to heave and quiver, as if it would shake this bold
intruder from its surface.

But through the power of the Blessed Sign on his arm Earl St. Clair went
on unhurt."
the-elfin-knight,14,"When he had finished pacing round the Ring he stepped boldly on to the
enchanted ground, and walked across it; and what was his astonishment to
find that all the ghostly Elves and Goblins whom he had seen, were lying
frozen into tiny blocks of ice, so that he was sore put to it to walk
amongst them without treading upon them.

And as he approached the marble table the very hairs rose on his head at
the sight of the Elfin King sitting behind it, stiff and stark like his
followers; while in front of him lay the form of Earl Gregory, who had
shared the same fate.

Nothing stirred, save two coal-black ravens, who sat, one on each side
of the table, as if to guard the emerald goblet, flapping their wings,
and croaking hoarsely.

When Earl St. Clair lifted the precious cup, they rose in the air and
circled round his head, screaming with rage, and threatening to dash it
from his hands with their claws; while the frozen Elves, and even their
mighty King himself stirred in their sleep, and half sat up, as if to
lay hands on this presumptuous intruder. But the Power of the Holy Sign
restrained them, else had Earl St. Clair been foiled in his quest."
the-elfin-knight,15,"As he retraced his steps, awesome and terrible were the sounds that he
heard around him. The ravens shrieked, and the frozen Goblins screamed;
and up from the hidden lake below came the sound of the deep breathing
of the awful Monster who was lurking there, eager for prey.

But the brave Earl heeded none of these things, but kept steadily
onwards, trusting in the Might of the Sign he bore. And it carried him
safely through all the dangers; and just as the sound of the Matin Bell
was dying away in the morning air he stepped on to solid ground once
more, and flung the enchanted goblet from him.

And lo! every one of the frozen Elves vanished, along with their King
and his marble table, and nothing was left on the rank green grass save
Earl Gregory, who slowly woke from his enchanted slumber, and stretched
himself, and stood up, shaking in every limb. He gazed vaguely round
him, as if he scarce remembered where he was.

And when, after Earl St. Clair had run to him and had held him in his
arms till his senses returned and the warm blood coursed through his
veins, the two friends returned to the spot where Earl St. Clair had
thrown down the wondrous goblet, they found nothing but a piece of rough
grey whinstone, with a drop of dew hidden in a little crevice which was
hollowed in its side."
the-enchanted-moccasins,1,"A long, long time ago, a little boy was living with his sister entirely alone in an uninhabited country, far out in the north-west. He was called the Boy that carries the Ball on his Back, from an idea that he possessed supernatural powers. This boy was in the habit of meditating alone, and asking within himself, whether there were other beings similar to themselves on the earth.

When he grew up to manhood, he inquired of his sister whether she knew of any human beings beside themselves. She replied that she did; and that there was, at a great distance, a large village.

As soon as he heard this, he said to his sister, ""I am now a young man and very much in want of a companion;"" and he asked his sister to make him several pairs of moccasins.

She complied with his request; and as soon as he received the moccasins, he took up his war-club and set out in quest of the distant village."
the-enchanted-moccasins,2,"He traveled on till he came to a small wigwam, and on looking into it he discovered a very old woman sitting alone by the fire. As soon as she saw the stranger, she invited him in, and thus addressed him:

""My poor grandchild, I suppose you are one of those who seek for the distant village, from which no person has ever yet returned. Unless your guardian is more powerful than the guardians of those who have gone before you, you will share a similar fate to theirs. Be careful to provide yourself with the invisible bones they use in the medicine-dance, for without these you can not succeed.""

After she had thus spoken, she gave him the following directions for his journey:

""When you come near to the village which you seek, you will see in the center a large lodge, in which the chief of the village, who has two daughters, resides. Before the door there is a great tree, which is smooth and without bark. On this tree, about the height of a man from the ground, is hung a small lodge, in which these two false daughters dwell. It is here that so many have been destroyed, and among them your two elder brothers. Be wise, my grandchild, and abide strictly by my directions."""
the-enchanted-moccasins,3,"The old woman then gave to the young man the bones which were to secure his success; and she informed him with great care how he was to proceed.

Placing them in his bosom, Onwee Bahmondang, or the Wearer of the Ball, continued his journey, and kept eagerly on until he arrived at the village of which he was in search; and as he was gazing around him, he saw both the tree and the lodge which the old woman had mentioned.

He at once bent his steps for the tree, and approaching, he endeavored to reach the suspended lodge. But all his efforts were in vain; for as often as he attempted to reach it, the tree began to tremble, and it soon shot up so that the lodge could hardly be perceived.

He bethought him of his guardian, and invoking his aid, and changing himself into a squirrel, he mounted nimbly up again, in the hope that the lodge would not now escape him. Away shot the lodge, climb as briskly as he might.

Panting, and out of breath, he remembered the instructions of the old woman, and drawing from his bosom one of the bones, he thrust it into the trunk of the tree, and rested himself to be ready to start again."
the-enchanted-moccasins,4,"As often as he wearied of climbing, for even a squirrel can not climb forever, he repeated the little ceremony of the bones; but whenever he came near the lodge and put forth his hand to touch it, the tree would shoot up as before, and carry the lodge up far beyond his reach.

At length the bones being all gone, and the lodge well-nigh out of sight, he began to despair, for the earth, too, had long since vanished entirely from his view.

Summoning his whole heart, he resolved to try once more. On and up he went, and, as soon as he put forth his hand to touch it, the tree again shook, and away went the lodge.

One more endeavor, brave Onwee, and in he goes; for having now reached the arch of heaven, the fly-away lodge could go no higher.

Onwee entered the lodge with a fearless step, and he beheld the two wicked sisters sitting opposite each other. He asked their names. The one on his left hand called herself Azhabee, and the one on the right, Negahnabee."
the-enchanted-moccasins,5,"After talking with them a little while, he discovered that whenever he addressed the one on his left hand, the tree would tremble as before and settle down to its former place; but when he addressed the one on his right hand, it would again shoot upward.

When he thus perceived that by addressing the one on his left hand that the tree would descend, he continued to do so until it had again settled down to its place near the earth. Then seizing his war-club, he said to the sisters:

""You who have caused the death of so many of my brethren I will now put an end to, and thus have revenge for those you have destroyed.""

As he spoke this he raised the club, and with one blow laid the two wicked women dead at his feet.

Onwee then descended, and learning that these sisters had a brother living with their father, who had shared all together in the spoils of all such as the wicked sisters had betrayed, and who would now pursue him for having put an end to their wicked profits, Onwee set off at random, not knowing whither he went."
the-enchanted-moccasins,6,"The father coming in the evening to visit the lodge of his daughters, discovered what had happened. He immediately sent word to his son that his sisters had been slain, and that there were no more spoils to be had, which greatly inflamed the young man's temper, especially the woeful announcement at the close.

""The person who has done this,"" said the brother, as soon as he had reached the spot, chafing and half beside himself at the gloomy prospect of having no more travelers to strip, ""must be that boy who carries the ball on his back. I know his mode of going about his business, and since he would not allow himself to be killed by my sisters, he shall have the honor of dying by my hand. I will pursue him and have revenge.""

""It is well, my son,"" replied the father; ""the spirit of your life grant you success. I counsel you to be wary in the pursuit. Bahmondang is a cunning youth. It is a strong spirit who has put him on to do this injury to us, and he will try to deceive you in every way. Above all, avoid tasting food till you succeed; for if you break your fast before you see his blood, your power will be destroyed."""
the-enchanted-moccasins,7,"The son took this fatherly advice all in good part, except that portion which enjoined upon him to abstain from staying his stomach; but over that he made a number of wry faces, for the brother of the two wicked sisters had, among numerous noble gifts, a very noble appetite. Nevertheless, he took up his weapons and departed in pursuit of Onwee Bahmondang, at the top of his speed.

Onwee finding that he was closely followed, climbed up into one of the tallest trees, and shot forth the magic arrows with which he had provided himself.

Seeing that his pursuer was not turned back by his arrows, Onwee renewed his flight; and when he found himself hard pressed, and his enemy close behind him, he transformed himself into the skeleton of a moose that had been killed, whose flesh had come off from his bones. He then remembered the moccasins which his sister had given him, and which were enchanted. Taking a pair of them, he placed them near the skeleton."
the-enchanted-moccasins,8,"""Go,"" said he to them, ""to the end of the earth.""

The moccasins then left him, and their tracks remained.

The angry brother at length came to the skeleton of the moose, when he perceived that the track he had been long pursuing did not stop there, so he continued to follow it up till he arrived at the end of the earth, where, for all his trouble, he found only a pair of moccasins.

Vexed that he had been outwitted by following a pair of moccasins instead of their owner, who was the object of his pursuit, he bitterly complained, resolving not to give up his revenge, and to be more wary in scrutinizing signs.

He then called to mind the skeleton he had met with on his way, and concluded that it must be the object of his search."
the-enchanted-moccasins,9,"He retraced his steps toward the skeleton, but to his surprise it had disappeared, and the tracks of the wearer of the ball were in another direction. He now became faint with hunger, and lost heart; but when he remembered the blood of his sisters, and that he should not be allowed to enjoy a meal, nor so much as a mouthful, until he had put an end to Onwee Bahmondang, he plucked up his spirits and determined again to pursue.

Onwee, finding that he was closely followed, and that the hungry brother was approaching very fast, changed himself into a very old man, with two daughters, and living in a large lodge in the center of a beautiful garden, which was filled with every thing that could delight the eye, or was pleasant to the taste. He made himself appear so very old as to be unable to leave his lodge, and to require his daughters to bring him food and wait on him, as though he had been a mere child. The garden also had the appearance of old age, with its ancient bushes and hanging branches and decrepit vines loitering lazily about in the sun."
the-enchanted-moccasins,10,"The brother kept on until he was nearly starved and ready to sink to the earth. He exclaimed, with a long-drawn and most mournful sigh, ""Oh! I will forget the blood of my sisters, for I am starving. Oh! oh!""

But again he thought of the blood of his sisters, and what a fine appetite he would have if he should ever be allowed to eat any thing again, and once more he resolved to pursue, and to be content with nothing short of the amplest revenge.

He pushed on till he came to the beautiful garden. He advanced toward the lodge.

As soon as the fairy daughters perceived him they ran and told their father that a stranger approached.

Their father replied, ""Invite him in, my children, invite him in.""

They did so promptly, and, by the command of their father, they boiled some corn, and prepared several other palatable dishes. The savor was most delicious to the nostrils of the hungry brother, who had not the least suspicion of the sport that was going on at his expense.

He was faint and weary with travel, and he felt that he could endure fasting no longer; for his appetite was terribly inflamed by the sight of the choice food that was steaming before him."
the-enchanted-moccasins,11,"He fell to and partook heartily of the meal; and, by so doing, he was overcome, and lost his right of revenge. All at once he forgot the blood of his sisters, and even the village of his nativity, and his father's lodge, and his whole past life. He ate so keenly, and came and went to the choice dishes so often, that drowsiness at length overpowered him, and he soon fell into a profound sleep.

Onwee Bahmondang watched his opportunity, and as soon as he saw that the false brother's sleep was sound, he resumed his youthful form, and sent off the two fairy daughters and the old garden; and drawing the magic-ball from his back, which turned out to be a great war-club, he fetched the slumbering brother a mighty blow, which sent him away too; and thus did Onwee Bahmondang vindicate his title as the Wearer of the Ball."
the-enchanted-moccasins,12,"When Onwee swung around, with the great force and weight of the club with which he had dispatched the brother of the two wicked women, he found himself in a large village, surrounded by a great crowd of people. At the door of a beautiful lodge stood his sister, smiling, and ready to invite him in. Onwee entered, and hanging up his war-club and the enchanted moccasins, which he had recovered, he rested from his labors, and smoked his evening pipe, with the admiration and approval of the whole world.

With one exception only, Onwee Bahmondang had the hearty praises of all the people.

Now it happened that there lived in this same village an envious and boastful fellow, who had been once a chief, but coming home always badly whipped, he was put out of office, and now spent his time about the place mainly, in proclaiming certain great things which he had in his eye, and which he meant to do-one of these days."
the-enchanted-moccasins,13,"This man's name was Ko-ko, the Owl; and hearing much of the wonderful achievements of the Wearer of the Ball, Ko-ko put on a big look, and announced that he was going to do something extraordinary himself.

Onwee Bahmondang, he said, had not half done his work, and he, Ko-ko, meant to go on the ground and finish it up as it should be.

He began by procuring an oak ball, which he thrust down his back, and, confident in its magical powers, he, too, called himself the Wearer of the Ball. In fact it was the self-same ball that Onwee had employed, except that the magic had entirely gone out of it. Coming by night in the shadow of the lodge, he thrust his arm in at the door, and stealthily possessed himself of the enchanted moccasins. He would have taken away Onwee's war-club too, if he could have carried it; but although he was twice the size and girth of Onwee, he had not the strength to lift it; so he borrowed a club from an old chief, who was purblind, and mistook Ko-ko for his brother who was a brave man; and raising a terrible tumult with his voice, and a great dust with his heels, Ko-ko set out.

He had traveled all day, when he came to a small wigwam, and on looking into it, he discovered a very old woman sitting alone by the fire; just as Onwee had before."
the-enchanted-moccasins,14,"This is the wigwam, said Ko-ko, and this is the old woman.

""What are you looking for?"" asked the old woman.

""I want to find the lodge with the wicked young women in it, who slay travellers and steal their trappings,"" answered Ko-ko.

""You mean the two young women who lived in the flying lodge?"" said the old woman.

""The same,"" answered Ko-ko. ""I am going to kill them.""

With this he gave a great flourish with his borrowed club, and looked desperate and murderous as he could.

""They were slain yesterday by the Wearer of the Ball,"" said the old woman.

Ko-ko looked around for the door in a very owlish way, and heaving a short hem from his chest, he acknowledged that he had heard something to that effect down in one of the villages.

""But there's the brother. I'll have a chance at him,"" said Ko-ko.

""He is dead too,"" said the old woman.

""Is there nobody then left for me to kill?"" cried Ko-ko. ""Must I then go back without any blood upon my hands?""

He made as if he could shed tears over his sad mishap.

""The father is still living; and you will find him in the lodge, if you have a mind to call on him. He would like to see the Owl,"" the old woman added.

""He shall,"" replied Ko-ko. ""Have you any bones about the house; for I suppose I shall have to climb that tree.""

""Oh, yes; plenty,"" answered the old woman. ""You can have as many as you want."""
the-enchanted-moccasins,15,"And she gave him a handful of fish-bones, which Ko-ko, taking them to be the Invisible Tallies which had helped Onwee Bahmondang in climbing the magical tree, thrust into his bosom.

""Thank you,"" said Ko-ko; taking up his club and striding toward the door.

""Will you not have a little advice,"" said the old woman. ""This is a dangerous business you are going on.""

Ko-ko turned about and laughed to scorn the proposal, and putting forth his right foot from the lodge first, an observance in which he had great hopes, he started for the lodge of the wicked father.

Ko-ko ran very fast, as if he feared he should lose the chance of massacring any member of the wicked family, until he came in sight of the lodge hanging upon the tree.

He then slackened his pace, and crept forward with a wary eye lest somebody might chance to be looking out at the door. All was, however, still up there; and Ko-ko clasped the tree and began to climb.

Away went the lodge, and up went Ko-ko, puffing and panting, after it. And it was not a great while before the Owl had puffed and panted away all the wind he had to spare; and yet the lodge kept flying aloft, higher, higher. What was to be done!"
the-enchanted-moccasins,16,"Ko-ko of course bethought him of the bones, for that was just what, as he knew, had occurred to Onwee Bahmondang under the like circumstances.

He had the bones in his bosom; and now it was necessary for him to be a squirrel. He immediately called on several guardian spirits whom he knew of by name, and requested them to convert him into a squirrel. But not one of all them seemed to pay the slightest attention to his request; for there he hung, the same heavy-limbed, big-headed, be-clubbed, and be-blanketed Ko-ko as ever.

He then desired that they would turn him into an opossum; an application which met with the same luck as the previous one. After this he petitioned to be a wolf, a gophir, a dog, or a bear-if they would be so obliging. The guardian spirits were either all deaf, or indifferent to his wishes, or absent on some other business.

Ko-ko, in spite of all his begging and supplication and beseeching, was obliged to be still Ko-ko.

""The bones, however,"" he said, to himself, ""are good. I shall get a nice rest, at any rate, if I am forced to climb as I am.""

With this he drew out one of the bones from his bosom, and shouting aloud, ""Ho! ho! who is there?"" he thrust it into the trunk of the tree, and would have indulged himself in a rest; but being no more than a common fish-bone, without the slightest savor of magic in it, it snapped with Ko-ko, who came tumbling down, with the door of the lodge which he had shaken loose, rattling after him."
the-enchanted-moccasins,17,"""Ho! ho! who is there?"" cried the wicked father, making his appearance at the opening and looking down.

""It is I, Onwee Bahmondang!"" cried Ko-koor, thinking to frighten the wicked father.

""Ah! it is you, is it? I will be there presently,"" called the old man. ""Do not be in haste to go away!""

Ko-ko, observing that the old man was in earnest, scrambled up from the ground, and set off promptly at his highest rate of speed.

When he looked back and saw that the wicked father was gaining upon him, Ko-koor mounted a tree, as had Onwee Bahmondang before, and fired off a number of arrows, but as they were no more than common arrows, he got nothing by it, but was obliged to descend, and run again for life.

As he hurried on he encountered the skeleton of a moose, into which he would have transformed himself, but not having the slightest confidence in any one of all the guardians who should have helped him, he passed on.

The wicked father was hot in pursuit, and Ko-koor was suffering terribly for lack of wind, when luckily he remembered the enchanted moccasins. He could not send them to the end of the earth, as had Onwee Bahmondang."
the-enchanted-moccasins,18,"""I will improve on that dull fellow,"" said Ko-ko. ""I will put them on myself.""

Accordingly, Ko-ko had just time to draw on the moccasins when the wicked father came in sight.

""Go now!"" cried Ko-ko, giving orders to the enchanted moccasins; and go they did; but to the astonishment of the Owl, they turned immediately about in the way in which the wicked father, now, very furious, was approaching.

""The other way! the other way!"" cried Ko-ko.

Cry as loud as he would, the enchanted moccasins would keep on in their own course; and before he could shake himself out of them, they had run him directly into the face of the wicked father.

""What do you mean, you Owl?"" cried the wicked father, falling upon Ko-ko with a huge club, and counting his ribs at every stroke.

""I can not help it, good man,"" answered Ko-ko. ""I tried my best-""

Ko-ko would have gone the other way, but the enchanted moccasins kept hurrying him forward. ""Stand off, will you?"" cried the old man.

By this time, allowing the wicked father chance to bestow no more than five-and-twenty more blows upon Ko-ko, the moccasins were taking him past.

""Stop!"" cried the old man again. ""You are running away. Ho! ho! you are a coward!""

""I am not, good man,"" answered Ko-ko, carried away by the magical shoes, ""I assure you."" But ere he could finish his avowal, the moccasins had hurried him out of sight.

""At any rate, I shall soon be home at this speed,"" said Ko-koor to himself."
the-enchanted-moccasins,19,"The moccasins seemed to know his thoughts; for just then they gave a sudden leap, slipped away from his feet, and left the Owl flat upon his back! while they glided home by themselves, to the lodge of Onwee Bahmondang, where they belonged.

A party of hunters passing that way after several days, found Ko-ko sitting among the bushes, looking greatly bewildered; and when they inquired of him how he had succeeded with the wicked father at the lodge, he answered that he had demolished the whole establishment, but that his name was not Ko-ko, but Onwee Bahmondang; saying which, he ran away into the woods, and was never seen more."
the-escape-of-the-mouse,1,"Manawyddan the prince and his friend Pryderi were wanderers. The
brother of Manawyddan had been slain. His throne was taken from him.
Very sorrowful was Manawyddan, but Pryderi was stout of heart, and bade
him be of good cheer. He knew a way out of his trouble.

'And what may that be?' asked Manawyddan.

'It is that thou marry my mother Rhiannon and become lord of the fair
lands that I will give her for dowry. Never did any lady have more wit
than she. In her youth none was more lovely; even yet she is good to
look upon.'

'Thou art the best friend that ever a man had,' said Manawyddan. 'Let us
go now to seek Rhiannon, and the lands where she dwells.'"
the-escape-of-the-mouse,2,"Then they set forth, but the news of their coming ran swifter still. Rhiannon and Kieva, wife of Pryderi, made haste to prepare a feast for
them. And Manawyddan found that Pryderi had spoken the truth concerning
his mother, and asked if she would take him for her husband. Right
gladly did she consent, and without delay they were married, and rode
away to the hunt, Rhiannon and Manawyddan, Kieva and Pryderi. They
would not be parted from each other by night or by day, so great was the
love between them.

One day, when they were returned, they were sitting out in a green
place. Suddenly the crash of thunder struck loudly on their ears. A wall of mist fell between them, so that they were hidden one from
the other. Trembling they sat till the darkness fled and the light shone
again upon them. In the place where they were wont to see cattle,
and herds, and dwellings, they beheld neither house nor beast, nor man
nor smoke. Neither was any one remaining in the green place save these
four only."
